,id,date,tests,confirmed,recovered,deaths,hosp,vent,icu,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index,iso_alpha_3,iso_alpha_2,iso_numeric,currency,administrative_area_level,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,latitude,longitude,key,key_apple_mobility,key_google_mobility
11091,CAN,2020-01-20,0,0,0,0,0,0,0,37057765,0,0,0,0,0,0,0,0,0,0,0,0.0,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11092,CAN,2020-01-21,0,0,0,0,0,0,0,37057765,0,0,0,0,0,0,0,0,0,0,0,0.0,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11093,CAN,2020-01-22,0,0,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,0,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11094,CAN,2020-01-23,0,0,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,0,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11095,CAN,2020-01-24,0,0,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,0,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11096,CAN,2020-01-25,0,0,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11097,CAN,2020-01-26,0,1,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11098,CAN,2020-01-27,0,1,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11099,CAN,2020-01-28,0,2,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11100,CAN,2020-01-29,0,2,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11101,CAN,2020-01-30,0,2,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11102,CAN,2020-01-31,0,4,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11103,CAN,2020-02-01,0,4,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11104,CAN,2020-02-02,0,4,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11105,CAN,2020-02-03,0,4,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11106,CAN,2020-02-04,0,4,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11107,CAN,2020-02-05,0,5,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11108,CAN,2020-02-06,0,5,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11109,CAN,2020-02-07,0,7,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11110,CAN,2020-02-08,0,7,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11111,CAN,2020-02-09,0,7,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11112,CAN,2020-02-10,0,7,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11113,CAN,2020-02-11,0,7,0,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11114,CAN,2020-02-12,0,7,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11115,CAN,2020-02-13,0,7,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11116,CAN,2020-02-14,0,7,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11117,CAN,2020-02-15,0,7,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11118,CAN,2020-02-16,0,7,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11119,CAN,2020-02-17,0,8,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11120,CAN,2020-02-18,0,8,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11121,CAN,2020-02-19,0,8,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11122,CAN,2020-02-20,0,8,1,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11123,CAN,2020-02-21,0,9,3,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11124,CAN,2020-02-22,0,9,3,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11125,CAN,2020-02-23,0,9,3,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11126,CAN,2020-02-24,0,10,3,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11127,CAN,2020-02-25,0,11,3,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11128,CAN,2020-02-26,0,11,3,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11129,CAN,2020-02-27,0,13,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11130,CAN,2020-02-28,0,14,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11131,CAN,2020-02-29,0,20,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11132,CAN,2020-03-01,0,24,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11133,CAN,2020-03-02,0,27,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11134,CAN,2020-03-03,0,30,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11135,CAN,2020-03-04,0,33,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11136,CAN,2020-03-05,0,37,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11137,CAN,2020-03-06,0,49,6,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11138,CAN,2020-03-07,0,54,8,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11139,CAN,2020-03-08,0,64,8,0,0,0,0,37057765,0,0,0,0,0,0,0,1,0,1,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11140,CAN,2020-03-09,0,77,8,1,0,0,0,37057765,0,0,0,0,0,0,0,1,0,2,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11141,CAN,2020-03-10,0,79,8,1,0,0,0,37057765,0,0,0,0,0,0,0,1,0,2,1,2.78,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11142,CAN,2020-03-11,11023,108,8,1,0,0,0,37057765,0,0,0,0,0,0,0,1,2,2,1,13.89,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11143,CAN,2020-03-12,15185,117,8,1,0,0,0,37057765,0,0,2,0,0,0,0,1,2,2,1,22.22,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11144,CAN,2020-03-13,15185,193,8,1,0,0,0,37057765,0,0,2,0,0,0,0,1,2,2,1,22.22,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11145,CAN,2020-03-14,22409,198,8,1,0,0,0,37057765,0,0,2,0,0,1,0,1,2,2,1,24.07,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11146,CAN,2020-03-15,24977,252,8,1,0,0,0,37057765,0,0,2,0,0,1,0,1,2,2,1,24.07,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11147,CAN,2020-03-16,37730,415,9,4,0,0,0,37057765,3,0,2,3,0,1,0,1,2,2,1,43.52,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11148,CAN,2020-03-17,44176,478,9,5,0,0,0,37057765,3,0,2,3,0,1,0,1,2,2,1,43.52,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11149,CAN,2020-03-18,53546,657,9,8,0,0,0,37057765,3,3,2,3,0,1,0,4,2,2,1,61.11,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11150,CAN,2020-03-19,65851,800,9,9,0,0,0,37057765,3,3,2,3,0,1,0,4,2,3,1,61.11,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11151,CAN,2020-03-20,76814,943,9,12,0,0,0,37057765,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11152,CAN,2020-03-21,88883,1277,10,19,0,0,0,37057765,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11153,CAN,2020-03-22,98824,1469,10,21,0,0,0,37057765,3,3,2,3,0,1,2,4,2,3,1,71.3,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11154,CAN,2020-03-23,107147,2088,10,25,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11155,CAN,2020-03-24,125062,2790,110,26,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11156,CAN,2020-03-25,147789,3251,183,30,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11157,CAN,2020-03-26,161603,4042,184,38,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11158,CAN,2020-03-27,170644,4682,256,54,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11159,CAN,2020-03-28,187448,5576,466,61,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11160,CAN,2020-03-29,210435,6280,466,64,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11161,CAN,2020-03-30,225705,7398,466,80,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11162,CAN,2020-03-31,241138,8527,1592,101,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11163,CAN,2020-04-01,256933,9560,1324,109,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,74.54,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11164,CAN,2020-04-02,273666,11284,1735,139,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,74.54,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11165,CAN,2020-04-03,295065,12437,2175,179,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,74.54,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11166,CAN,2020-04-04,311971,12978,2577,218,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11167,CAN,2020-04-05,324791,15756,3012,259,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11168,CAN,2020-04-06,336806,16563,3256,339,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11169,CAN,2020-04-07,348105,17872,3791,375,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11170,CAN,2020-04-08,361969,19141,4154,407,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11171,CAN,2020-04-09,375302,20654,5162,503,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11172,CAN,2020-04-10,391375,22059,5855,557,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11173,CAN,2020-04-11,404651,23316,6589,654,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11174,CAN,2020-04-12,422200,24299,7123,714,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11175,CAN,2020-04-13,437475,25680,7758,781,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11176,CAN,2020-04-14,454983,27035,8210,901,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11177,CAN,2020-04-15,467736,28209,8966,1008,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11178,CAN,2020-04-16,487625,30809,9698,1259,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11179,CAN,2020-04-17,507701,32814,10545,1356,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11180,CAN,2020-04-18,528057,34356,10964,1401,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11181,CAN,2020-04-19,549349,35633,11847,1565,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11182,CAN,2020-04-20,559578,37658,12543,1727,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11183,CAN,2020-04-21,569878,39402,13188,1910,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11184,CAN,2020-04-22,612192,41663,14454,2078,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11185,CAN,2020-04-23,634917,43299,14761,2241,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11186,CAN,2020-04-24,660108,44919,15149,2402,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11187,CAN,2020-04-25,684271,46371,16013,2571,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11188,CAN,2020-04-26,707508,48033,16883,2687,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11189,CAN,2020-04-27,733705,49616,18268,2841,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11190,CAN,2020-04-28,754800,51150,19231,2983,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11191,CAN,2020-04-29,779613,52865,20327,3155,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11192,CAN,2020-04-30,806449,54457,21424,3310,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11193,CAN,2020-05-01,836921,56343,22764,3537,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11194,CAN,2020-05-02,866235,57926,23814,3684,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11195,CAN,2020-05-03,897444,60504,24921,3795,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11196,CAN,2020-05-04,919368,61957,26030,4003,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11197,CAN,2020-05-05,942602,63215,27006,4190,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11198,CAN,2020-05-06,973634,64694,28184,4366,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11199,CAN,2020-05-07,1005294,66201,29260,4541,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11200,CAN,2020-05-08,1034905,67674,30239,4697,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11201,CAN,2020-05-09,1071455,68918,31262,4823,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
11202,CAN,2020-05-10,1097520,70091,32109,4991,0,0,0,37057765,3,3,2,4,0,1,2,4,2,3,1,72.69,CAN,CA,124.0,CAD,1,Canada,,,44.78404667,-82.50859333,,Canada,CA
